secretID,Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,Checked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,4,MC,,How many letters are in the alphabet?,False,1,7,Checked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Ralph,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,DeMaccio,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,Checked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,1,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,Checked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
52f4d7c12fe0a1418b12bafcb43b350d,1,1/13/2022 9:29 PM,1/13/2022 9:31 PM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,Checked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,Checked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,Checked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,bologna,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,bologna,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,Checked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
45db3c6f30cdd344d960b01f3b070ebf,1,1/13/2022 9:37 AM,1/13/2022 9:38 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,Checked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,Checked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,Checked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,6,T/F,,Something can be both New and Improved,False,1,True,UnChecked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,6,T/F,,Something can be both New and Improved,False,1,False,Checked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Oscar,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Mayer,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,Checked,0,1
f56e182e487eb052c1eeabfcabdcb616,1,1/13/2022 9:38 AM,1/13/2022 9:42 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Oscar,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Mayer,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
9f23b1e5aca5f3e392d1dba2482e29a8,1,1/13/2022 9:37 AM,1/13/2022 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
